月	yuè	moon
木	mù	wood
水	shuǐ	water
火	huǒ	fire
田	tián	field
目	mù	eye
示	shì	show
糸	mì	fine silk
耳	ěr	ear
衣	yī	clothing
言	yán	speech
贝	bèi	cowrie shell
走	zǒu	walk
足	zú	foot
金	jīn	gold
门	mén	door
隹	zhuī	short-tailed bird
雨	yǔ	rain
食	shí	eat
马	mǎ	horse
玩	wán	to have fun, to play
玩儿	wánr	to have fun, to play
了	le	(a dynamic particle)
图书馆	túshūguǎn	library
一起	yìqǐ	together
聊天	liáo tiān	to chat
聊天儿	liáo tiānr	to chat
聊	liáo	to chat
天	tiān	sky
才	cái	not until, only then
回家	huí jiā	to go home
回	huí	to return
给	gěi	to, for
打电话	dǎ diànhuà	to make a phone call
电话	diànhuà	telephone
喂	wéi/wèi	(on the phone) Hello!, Hey!
在	zài	to be present, to be at (a place)
就	jiù	precisely, exactly
您	nín	you (honorific for 你)
哪	nǎ	which
位	wèi	(polite measure word for people)
下午	xiàwǔ	afternoon
时间	shíjiān	time
问题	wèntí	question, problem
要	yào	will, to be going to, to want to, to have a desire to
开会	kāihuì	to have a meeting
开	kāi	to open, to hold (a meeting, party, etc.)
会	huì	meeting
上午	shàngwǔ	morning
节	jié	(measure word for class periods)
课	kè	class, course, lesson
年级	niánjí	grade in school
考试	kǎo shì	to give or take a test; test
考	kǎo	to give or take a test
试	shì	test; to try, to experiment
以后	yǐhòu	after, from now on, later on
空	kōng	free time
空儿	kōngr	free time
要是	yàoshi	if
方便	fāngbiàn	convenient
到	dào	to go to, to arrive
办公室	bàngōngshì	office
行	xíng	all right, OK
等	děng	to wait, to wait for
别	bié	don't
客气	kèqì	polite
常老师	Cháng lǎoshī	Teacher Chang
下个	xià ge	next
下	xià	below, next
中文	Zhōngwén	Chinese language
文	wén	language, script, written language
帮	bāng	to help
准备	zhǔnbèi	to prepare
练习	liànxí	to practice
说	shuō	to say, to speak
啊	a	(a sentence-final particle of exclamation, interrogation, etc.)
但是	dànshì	but
得	děi	must, to have to
跟	gēn	with
见面	jiàn miàn	to meet up, to meet with
面	miàn	face
回来	huí lai	to come back
说话	shuō huà	to talk
话	huà	word, speech
上个	shàng ge	previous, last
得	de	(a structural particle)
复习	fùxí	to review
写	xiě	to write
字	zì	character
慢	màn	slow
枝	zhī	(measure word for long, thin, inflexible objects such as pens, pencils, etc.)
笔	bǐ	pen
张	zhāng	(measure word for flat objects such as paper, pictures, etc.)
纸	zhǐ	paper
教	jiāo	to teach
怎么	zěnme	how, how come
懂	dǒng	to understand
真	zhēn	really
哪里	nǎli	where
预习	yùxí	to preview
学	xué	to study, to learn
第	dì	(prefix for ordinal numbers)
语法	yǔfǎ	grammar
容易	róngyì	easy
生词	shēngcí	new words, vocabulary
多	duō	many, much
汉字	Hànzì	Chinese characters
难	nán	difficult
平常	píngcháng	usually
早	zǎo	early
这么	zhème	so, this (late, etc.)
晚	wǎn	late
早上	zǎoshang	morning
功课	gōngkè	homework, schoolwork
大家	dàjiā	everybody
上课	shàng kè	to go to a class, to start a class, to be in class
开始	kāishǐ	to begin, to start; beginning
念	niàn	to read aloud
课文	kèwén	text of a lesson
录音	lùyīn	sound recording; to record
学习	xuéxí	to study, to learn
帅	shuài	handsome
酷	kù	cool (appearance, behavior)
篇	piān	(measure word for essays, articles, etc.)
日记	rìjì	diary
累	léi	tired
起床	qǐ chuáng	to get up
床	chuáng	bed
洗澡	xǐ zǎo	to take a bath/shower
早饭	zǎofàn	breakfast
一边	yìbiān	simultaneously, at the same time
教室	jiàoshì	classroom
发音	fāyīn	pronunciation
新	xīn	new
电脑	diànnǎo	computer
脑	nǎo	brain
中午	zhōngwǔ	noon
餐厅	cāntīng	dining room, cafeteria
午饭	wǔfàn	lunch, midday meal
上网	shàng wǎng	to go online, to surf the internet
宿舍	sùshè	dormitory
那儿	nàr	there
正在	zhèngzài	in the middle of (doing something)
以前	yǐqián	before
告诉	gàosu	to tell
已经	yǐjīng	already
知道	zhīdao	to know
封	fēng	(measure word for letters)
信	xìn	letter (correspondence)
最近	zuìjìn	recently
最	zuì	(of superlative degree, most, -est)
近	jìn	close, near
学期	xuéqī	school term, semester, quarter
除了…以外	chúle…yǐwài	in addition to, besides
专业	zhuānyè	major (in college), speciality
会	huì	can, know how to
后来	hòulái	later
音乐会	yīnyuèhuì	concert
希望	xīwàng	to hope; hope
能	néng	can, to be able to
用	yòng	to use
笑	xiào	to laugh at, to laugh, to smile
祝	zhù	to wish (well)
商店	shāngdiàn	store. shop
买	mǎi	to buy
东西	dōngxi	things, objects
售货员	shòuhuòyuán	shop assistant, salesclerk
衣服	yīfú	clothes
件	jiàn	(measure word for shirts, dresses, jackets, coats, etc.)
衬衫	chènshān	shirt
颜色	yánsè	color
黄	huáng	yellow
红	hóng	red
穿	chuān	to wear, to put on
裤子	kùzi	pants
号	hào	size
中	zhōng	medium, middle
便宜	piányi	cheap, inexpensive
如果	rúguǒ	if
如果…的话	rúguǒ…de huà	if
长短	chángduǎn	length
长	cháng	long
短	duǎn	short
合适	héshì	suitable
试	shì	to try
不用	búyòng	need not
一共	yígòng	altogether
多少	duōshao	how much/many
钱	qián	money
块	kuài	(measure word for the basic Chinese monetary unit) [equivalent of a dollar]
毛	máo	(measure word for 1/10 of a kuai [equivalent of a dime])
分	fēn	(measure word for 1/100 of a kuai [equivalent of a cent])
百	bǎi	hundred
找	zhǎo	to give change
找钱	zhǎo qián	to give change
双	shuāng	(measure word for a pair)
鞋	xié	shoes
换	huàn	to exchange, to change
一样	yíyàng	same, alike
虽然	suīrán	although
大小	dàxiǎo	size
咖啡色	kāfēisè	brown, coffee color
种	zhǒng	(measure word for kinds, sorts, types)
黑	hēi	black
样子	yàngzi	style
挺	tǐng	very, rather
它	tā	it
这儿	zhèr	here
刷卡	shuā kǎ	to pay with a credit card
刷	shuā	to brush, to swipe
卡	kǎ	card
收	shōu	to receive, to accept
信用卡	xìnyòngkǎ	credit card
不过	búguò	however, but
再	zài	again
付钱	fù qián	to pay money
付	fù	to pay
寒假	hánjià	winter vacation
飞机	fēijī	airplane
